Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Duration,Original Record Label & Catalog No.,Suggested Filename,Concatenate,Eliminate Hyphens,Substitute Google Comma Char.,Eliminate Ampersand Phrases,,,Eliminate Parentheticals,,Search Formula
03/03/90,1990,46,Kaoma,Kaoma,Lambada,Lambada,3:35,Epic 73090,Kaoma--Lambada (1990),%22Kaoma%22+%22Lambada%22,%22Kaoma%22+%22Lambada%22,%22Kaoma%22+%22Lambada%22,,,%22Kaoma%22+%22Lambada%22,,,https://www.google.com/search?q=%22Kaoma%22+%22Lambada%22&ie=utf-8&oe=utf-8
03/03/90,1990,46,Tom Petty,Tom Petty,A Face In The Crowd,A Face in the Crowd,3:50,MCA 53781,Tom Petty--A Face in the Crowd (1990),%22Tom Petty%22+%22A Face in the Crowd%22,%22Tom Petty%22+%22A Face in the Crowd%22,%22Tom Petty%22+%22A Face in the Crowd%22,,,%22Tom Petty%22+%22A Face in the Crowd%22,,,https://www.google.com/search?q=%22Tom Petty%22+%22A Face in the Crowd%22&ie=utf-8&oe=utf-8
03/03/90,1990,76,Inner City,Inner City,Whatcha Gonna Do With My Lovin’,Whatcha Gonna Do With My Lovin',4:07,Virgin 7-98999,Inner City--Whatcha Gonna Do With My Lovin' (1990),%22Inner City%22+%22Whatcha Gonna Do With My Lovin'%22,%22Inner City%22+%22Whatcha Gonna Do With My Lovin%27%22,%22Inner City%22+%22Whatcha Gonna Do With My Lovin%27%22,,,%22Inner City%22+%22Whatcha Gonna Do With My Lovin%27%22,,,https://www.google.com/search?q=%22Inner City%22+%22Whatcha Gonna Do With My Lovin%27%22&ie=utf-8&oe=utf-8
03/03/90,1990,85,Xymox,Xymox,Imagination,Imagination,3:45,Wing 873000,Xymox--Imagination (1990),%22Xymox%22+%22Imagination%22,%22Xymox%22+%22Imagination%22,%22Xymox%22+%22Imagination%22,,,%22Xymox%22+%22Imagination%22,,,https://www.google.com/search?q=%22Xymox%22+%22Imagination%22&ie=utf-8&oe=utf-8
03/10/90,1990,17,Adam Ant,Adam Ant,Room At The Top,Room At the Top,4:05,MCA 53679,Adam Ant--Room At the Top (1990),%22Adam Ant%22+%22Room At the Top%22,%22Adam Ant%22+%22Room At the Top%22,%22Adam Ant%22+%22Room At the Top%22,,,%22Adam Ant%22+%22Room At the Top%22,,,https://www.google.com/search?q=%22Adam Ant%22+%22Room At the Top%22&ie=utf-8&oe=utf-8
03/10/90,1990,26,Salt ‘N Pepa,Salt 'N Pepa,Expression,Expression,4:04,Next Plateau 50101,Salt 'N Pepa--Expression (1990),%22Salt 'N Pepa%22+%22Expression%22,%22Salt %27N Pepa%22+%22Expression%22,%22Salt %27N Pepa%22+%22Expression%22,,,%22Salt %27N Pepa%22+%22Expression%22,,,https://www.google.com/search?q=%22Salt %27N Pepa%22+%22Expression%22&ie=utf-8&oe=utf-8
03/10/90,1990,31,Quincy Jones,Quincy Jones,The Secret Garden (Sweet Seduction Suite),The Secret Garden (Sweet Seduction Suite),6:40,Qwest 7-19992,Quincy Jones--The Secret Garden (Sweet Seduction Suite) (1990),%22Quincy Jones%22+%22The Secret Garden (Sweet Seduction Suite)%22,%22Quincy Jones%22+%22The Secret Garden (Sweet Seduction Suite)%22,%22Quincy Jones%22+%22The Secret Garden (Sweet Seduction Suite)%22,,,%22Quincy Jones%22+%22The Secret Garden (Sweet Seduction Suite)%22,41,63,https://www.google.com/search?q=%22Quincy Jones%22+%22The Secret Garden%22&ie=utf-8&oe=utf-8
03/10/90,1990,40,Timmy T,Timmy T,Time After Time,Time After Time,4:07,Jam City 5003,Timmy T--Time After Time (1990),%22Timmy T%22+%22Time After Time%22,%22Timmy T%22+%22Time After Time%22,%22Timmy T%22+%22Time After Time%22,,,%22Timmy T%22+%22Time After Time%22,,,https://www.google.com/search?q=%22Timmy T%22+%22Time After Time%22&ie=utf-8&oe=utf-8
03/10/90,1990,49,Bonnie Raitt,Bonnie Raitt,Have A Heart,Have a Heart,3:50,Capitol 44501,Bonnie Raitt--Have a Heart (1990),%22Bonnie Raitt%22+%22Have a Heart%22,%22Bonnie Raitt%22+%22Have a Heart%22,%22Bonnie Raitt%22+%22Have a Heart%22,,,%22Bonnie Raitt%22+%22Have a Heart%22,,,https://www.google.com/search?q=%22Bonnie Raitt%22+%22Have a Heart%22&ie=utf-8&oe=utf-8
03/10/90,1990,55,Tesla,Tesla,The Way It Is,The Way It Is,4:32,Geffen 4-19948,Tesla--The Way It Is (1990),%22Tesla%22+%22The Way It Is%22,%22Tesla%22+%22The Way It Is%22,%22Tesla%22+%22The Way It Is%22,,,%22Tesla%22+%22The Way It Is%22,,,https://www.google.com/search?q=%22Tesla%22+%22The Way It Is%22&ie=utf-8&oe=utf-8
03/10/90,1990,73,Pajama Party,Pajama Party,Hide And Seek,Hide and Seek,3:58,Atlantic 4-87973,Pajama Party--Hide and Seek (1990),%22Pajama Party%22+%22Hide and Seek%22,%22Pajama Party%22+%22Hide and Seek%22,%22Pajama Party%22+%22Hide and Seek%22,,,%22Pajama Party%22+%22Hide and Seek%22,,,https://www.google.com/search?q=%22Pajama Party%22+%22Hide and Seek%22&ie=utf-8&oe=utf-8
03/10/90,1990,88,Eric Clapton,Eric Clapton,Bad Love,Bad Love,4:15,Duck/Reprise 19980,Eric Clapton--Bad Love (1990),%22Eric Clapton%22+%22Bad Love%22,%22Eric Clapton%22+%22Bad Love%22,%22Eric Clapton%22+%22Bad Love%22,,,%22Eric Clapton%22+%22Bad Love%22,,,https://www.google.com/search?q=%22Eric Clapton%22+%22Bad Love%22&ie=utf-8&oe=utf-8
03/10/90,1990,89,Tears For Fears,Tears for Fears,Advice For The Young At Heart,Advice for the Young At Heart,4:46,Fontana 876 894-4,Tears for Fears--Advice for the Young At Heart (1990),%22Tears for Fears%22+%22Advice for the Young At Heart%22,%22Tears for Fears%22+%22Advice for the Young At Heart%22,%22Tears for Fears%22+%22Advice for the Young At Heart%22,,,%22Tears for Fears%22+%22Advice for the Young At Heart%22,,,https://www.google.com/search?q=%22Tears for Fears%22+%22Advice for the Young At Heart%22&ie=utf-8&oe=utf-8
03/17/90,1990,1,Wilson Phillips,Wilson Phillips,Hold On,Hold On,3:32,SBK 07322,Wilson Phillips--Hold On (1990),%22Wilson Phillips%22+%22Hold On%22,%22Wilson Phillips%22+%22Hold On%22,%22Wilson Phillips%22+%22Hold On%22,,,%22Wilson Phillips%22+%22Hold On%22,,,https://www.google.com/search?q=%22Wilson Phillips%22+%22Hold On%22&ie=utf-8&oe=utf-8
03/17/90,1990,1,Sinead O’Connor,Sinead O'Connor,Nothing Compares 2 U,Nothing Compares 2 U,5:09,Ensign/Chrysalis 23488,Sinead O'Connor--Nothing Compares 2 U (1990),%22Sinead O'Connor%22+%22Nothing Compares 2 U%22,%22Sinead O%27Connor%22+%22Nothing Compares 2 U%22,%22Sinead O%27Connor%22+%22Nothing Compares 2 U%22,,,%22Sinead O%27Connor%22+%22Nothing Compares 2 U%22,,,https://www.google.com/search?q=%22Sinead O%27Connor%22+%22Nothing Compares 2 U%22&ie=utf-8&oe=utf-8
03/17/90,1990,9,Aerosmith,Aerosmith,What It Takes,What It Takes,4:06,Geffen 19944,Aerosmith--What It Takes (1990),%22Aerosmith%22+%22What It Takes%22,%22Aerosmith%22+%22What It Takes%22,%22Aerosmith%22+%22What It Takes%22,,,%22Aerosmith%22+%22What It Takes%22,,,https://www.google.com/search?q=%22Aerosmith%22+%22What It Takes%22&ie=utf-8&oe=utf-8
03/17/90,1990,11,Digital Underground,Digital Underground,The Humpty Dance,The Humpty Dance,4:40,Tommy Boy 7944,Digital Underground--The Humpty Dance (1990),%22Digital Underground%22+%22The Humpty Dance%22,%22Digital Underground%22+%22The Humpty Dance%22,%22Digital Underground%22+%22The Humpty Dance%22,,,%22Digital Underground%22+%22The Humpty Dance%22,,,https://www.google.com/search?q=%22Digital Underground%22+%22The Humpty Dance%22&ie=utf-8&oe=utf-8
03/17/90,1990,13,Sweet Sensation,Sweet Sensation,Love Child,Love Child,4:04,Atco 4-98983,Sweet Sensation--Love Child (1990),%22Sweet Sensation%22+%22Love Child%22,%22Sweet Sensation%22+%22Love Child%22,%22Sweet Sensation%22+%22Love Child%22,,,%22Sweet Sensation%22+%22Love Child%22,,,https://www.google.com/search?q=%22Sweet Sensation%22+%22Love Child%22&ie=utf-8&oe=utf-8
03/17/90,1990,37,Corey Hart,Corey Hart,A Little Love,A Little Love,4:03,EMI 50239,Corey Hart--A Little Love (1990),%22Corey Hart%22+%22A Little Love%22,%22Corey Hart%22+%22A Little Love%22,%22Corey Hart%22+%22A Little Love%22,,,%22Corey Hart%22+%22A Little Love%22,,,https://www.google.com/search?q=%22Corey Hart%22+%22A Little Love%22&ie=utf-8&oe=utf-8
03/17/90,1990,78,Peter Wolf,Peter Wolf,99 Worlds,99 Worlds,3:26,MCA 53726,Peter Wolf--99 Worlds (1990),%22Peter Wolf%22+%2299 Worlds%22,%22Peter Wolf%22+%2299 Worlds%22,%22Peter Wolf%22+%2299 Worlds%22,,,%22Peter Wolf%22+%2299 Worlds%22,,,https://www.google.com/search?q=%22Peter Wolf%22+%2299 Worlds%22&ie=utf-8&oe=utf-8
03/17/90,1990,83,Great White,Great White,House Of Broken Love,House of Broken Love,4:13,Capitol 44491,Great White--House of Broken Love (1990),%22Great White%22+%22House of Broken Love%22,%22Great White%22+%22House of Broken Love%22,%22Great White%22+%22House of Broken Love%22,,,%22Great White%22+%22House of Broken Love%22,,,https://www.google.com/search?q=%22Great White%22+%22House of Broken Love%22&ie=utf-8&oe=utf-8
03/24/90,1990,10,Rod Stewart & Ronald Isley,Rod Stewart & Ronald Isley,This Old Heart Of Mine,This Old Heart of Mine,4:04,Warner Bros. 7-19983,Rod Stewart & Ronald Isley--This Old Heart of Mine (1990),%22Rod Stewart & Ronald Isley%22+%22This Old Heart of Mine%22,%22Rod Stewart & Ronald Isley%22+%22This Old Heart of Mine%22,%22Rod Stewart & Ronald Isley%22+%22This Old Heart of Mine%22,16,30,%22Rod Stewart%22+%22This Old Heart of Mine%22,,,https://www.google.com/search?q=%22Rod Stewart%22+%22This Old Heart of Mine%22&ie=utf-8&oe=utf-8
03/24/90,1990,20,Giant,Giant,I’ll See You In My Dreams,I'll See You in My Dreams,4:09,A&M 1495,Giant--I'll See You in My Dreams (1990),%22Giant%22+%22I'll See You in My Dreams%22,%22Giant%22+%22I%27ll See You in My Dreams%22,%22Giant%22+%22I%27ll See You in My Dreams%22,,,%22Giant%22+%22I%27ll See You in My Dreams%22,,,https://www.google.com/search?q=%22Giant%22+%22I%27ll See You in My Dreams%22&ie=utf-8&oe=utf-8
03/24/90,1990,46,Robert Plant,Robert Plant,Hurting Kind (I’ve Got My Eyes On You),Hurting Kind (I've Got My Eyes on You),4:01,Es Paranza 4-98985,Robert Plant--Hurting Kind (I've Got My Eyes on You) (1990),%22Robert Plant%22+%22Hurting Kind (I've Got My Eyes on You)%22,%22Robert Plant%22+%22Hurting Kind (I%27ve Got My Eyes on You)%22,%22Robert Plant%22+%22Hurting Kind (I%27ve Got My Eyes on You)%22,,,%22Robert Plant%22+%22Hurting Kind (I%27ve Got My Eyes on You)%22,36,62,https://www.google.com/search?q=%22Robert Plant%22+%22Hurting Kind%22&ie=utf-8&oe=utf-8
03/24/90,1990,55,Peter Murphy,Peter Murphy,Cuts You Up,Cuts You Up,5:20,Beggars Banquet 9140,Peter Murphy--Cuts You Up (1990),%22Peter Murphy%22+%22Cuts You Up%22,%22Peter Murphy%22+%22Cuts You Up%22,%22Peter Murphy%22+%22Cuts You Up%22,,,%22Peter Murphy%22+%22Cuts You Up%22,,,https://www.google.com/search?q=%22Peter Murphy%22+%22Cuts You Up%22&ie=utf-8&oe=utf-8
03/24/90,1990,75,Young M.C.,Young M.C.,I Come Off,I Come Off,4:04,Delicious Vinyl 98993,Young M.C.--I Come Off (1990),%22Young M.C.%22+%22I Come Off%22,%22Young M.C.%22+%22I Come Off%22,%22Young M.C.%22+%22I Come Off%22,,,%22Young M.C.%22+%22I Come Off%22,,,https://www.google.com/search?q=%22Young M.C.%22+%22I Come Off%22&ie=utf-8&oe=utf-8
03/24/90,1990,82,Shana,Shana,You Can’t Get Away,You Can't Get Away,4:00,Vision 4515,Shana--You Can't Get Away (1990),%22Shana%22+%22You Can't Get Away%22,%22Shana%22+%22You Can%27t Get Away%22,%22Shana%22+%22You Can%27t Get Away%22,,,%22Shana%22+%22You Can%27t Get Away%22,,,https://www.google.com/search?q=%22Shana%22+%22You Can%27t Get Away%22&ie=utf-8&oe=utf-8
03/24/90,1990,87,Jody Watley,Jody Watley,Precious Love,Precious Love,3:46,MCA 53790,Jody Watley--Precious Love (1990),%22Jody Watley%22+%22Precious Love%22,%22Jody Watley%22+%22Precious Love%22,%22Jody Watley%22+%22Precious Love%22,,,%22Jody Watley%22+%22Precious Love%22,,,https://www.google.com/search?q=%22Jody Watley%22+%22Precious Love%22&ie=utf-8&oe=utf-8
03/31/90,1990,2,Heart,Heart,All I Wanna Do Is Make Love To You,All I Wanna Do Is Make Love to You,4:34,Capitol 44507,Heart--All I Wanna Do Is Make Love to You (1990),%22Heart%22+%22All I Wanna Do Is Make Love to You%22,%22Heart%22+%22All I Wanna Do Is Make Love to You%22,%22Heart%22+%22All I Wanna Do Is Make Love to You%22,,,%22Heart%22+%22All I Wanna Do Is Make Love to You%22,,,https://www.google.com/search?q=%22Heart%22+%22All I Wanna Do Is Make Love to You%22&ie=utf-8&oe=utf-8
03/31/90,1990,7,After 7,After 7,Ready Or Not,Ready or Not,3:46,Virgin 98995,After 7--Ready or Not (1990),%22After 7%22+%22Ready or Not%22,%22After 7%22+%22Ready or Not%22,%22After 7%22+%22Ready or Not%22,,,%22After 7%22+%22Ready or Not%22,,,https://www.google.com/search?q=%22After 7%22+%22Ready or Not%22&ie=utf-8&oe=utf-8
03/31/90,1990,17,Exposé,Expose,Your Baby Never Looked Good In Blue,Your Baby Never Looked Good in Blue,3:50,Arista 2011,Expose--Your Baby Never Looked Good in Blue (1990),%22Expose%22+%22Your Baby Never Looked Good in Blue%22,%22Expose%22+%22Your Baby Never Looked Good in Blue%22,%22Expose%22+%22Your Baby Never Looked Good in Blue%22,,,%22Expose%22+%22Your Baby Never Looked Good in Blue%22,,,https://www.google.com/search?q=%22Expose%22+%22Your Baby Never Looked Good in Blue%22&ie=utf-8&oe=utf-8
03/31/90,1990,38,Electronic,Electronic,Getting Away With It,Getting Away With It,4:19,Warner Bros. 7-19880,Electronic--Getting Away With It (1990),%22Electronic%22+%22Getting Away With It%22,%22Electronic%22+%22Getting Away With It%22,%22Electronic%22+%22Getting Away With It%22,,,%22Electronic%22+%22Getting Away With It%22,,,https://www.google.com/search?q=%22Electronic%22+%22Getting Away With It%22&ie=utf-8&oe=utf-8
03/31/90,1990,59,Laura Branigan,Laura Branigan,Moonlight On Water,Moonlight on Water,4:39,Atlantic 87969,Laura Branigan--Moonlight on Water (1990),%22Laura Branigan%22+%22Moonlight on Water%22,%22Laura Branigan%22+%22Moonlight on Water%22,%22Laura Branigan%22+%22Moonlight on Water%22,,,%22Laura Branigan%22+%22Moonlight on Water%22,,,https://www.google.com/search?q=%22Laura Branigan%22+%22Moonlight on Water%22&ie=utf-8&oe=utf-8
03/31/90,1990,67,Grayson Hugh & Betty Wright,Grayson Hugh & Betty Wright,How ‘Bout Us,How 'Bout Us,4:32,RCA 9163,Grayson Hugh & Betty Wright--How 'Bout Us (1990),%22Grayson Hugh & Betty Wright%22+%22How 'Bout Us%22,%22Grayson Hugh & Betty Wright%22+%22How %27Bout Us%22,%22Grayson Hugh & Betty Wright%22+%22How %27Bout Us%22,17,31,%22Grayson Hugh%22+%22How %27Bout Us%22,,,https://www.google.com/search?q=%22Grayson Hugh%22+%22How %27Bout Us%22&ie=utf-8&oe=utf-8
04/07/90,1990,1,Roxette,Roxette,It Must Have Been Love,It Must Have Been Love,3:43,EMI 50283,Roxette--It Must Have Been Love (1990),%22Roxette%22+%22It Must Have Been Love%22,%22Roxette%22+%22It Must Have Been Love%22,%22Roxette%22+%22It Must Have Been Love%22,,,%22Roxette%22+%22It Must Have Been Love%22,,,https://www.google.com/search?q=%22Roxette%22+%22It Must Have Been Love%22&ie=utf-8&oe=utf-8
04/07/90,1990,3,Bell Biv DeVoe,Bell Biv DeVoe,Poison,Poison,4:18,MCA 53772,Bell Biv DeVoe--Poison (1990),%22Bell Biv DeVoe%22+%22Poison%22,%22Bell Biv DeVoe%22+%22Poison%22,%22Bell Biv DeVoe%22+%22Poison%22,,,%22Bell Biv DeVoe%22+%22Poison%22,,,https://www.google.com/search?q=%22Bell Biv DeVoe%22+%22Poison%22&ie=utf-8&oe=utf-8
04/07/90,1990,4,Janet Jackson,Janet Jackson,Alright,Alright,4:34,A&M 1479,Janet Jackson--Alright (1990),%22Janet Jackson%22+%22Alright%22,%22Janet Jackson%22+%22Alright%22,%22Janet Jackson%22+%22Alright%22,,,%22Janet Jackson%22+%22Alright%22,,,https://www.google.com/search?q=%22Janet Jackson%22+%22Alright%22&ie=utf-8&oe=utf-8
04/07/90,1990,29,Basia,Basia,Cruising For Bruising,Cruising for Bruising,4:01,Epic 73239,Basia--Cruising for Bruising (1990),%22Basia%22+%22Cruising for Bruising%22,%22Basia%22+%22Cruising for Bruising%22,%22Basia%22+%22Cruising for Bruising%22,,,%22Basia%22+%22Cruising for Bruising%22,,,https://www.google.com/search?q=%22Basia%22+%22Cruising for Bruising%22&ie=utf-8&oe=utf-8
04/07/90,1990,33,Fleetwood Mac,Fleetwood Mac,Save Me,Save Me,3:50,Warner Bros. 19866,Fleetwood Mac--Save Me (1990),%22Fleetwood Mac%22+%22Save Me%22,%22Fleetwood Mac%22+%22Save Me%22,%22Fleetwood Mac%22+%22Save Me%22,,,%22Fleetwood Mac%22+%22Save Me%22,,,https://www.google.com/search?q=%22Fleetwood Mac%22+%22Save Me%22&ie=utf-8&oe=utf-8
04/07/90,1990,33,L.A. Guns,L.A. Guns,The Ballad Of Jayne,The Ballad of Jayne,3:59,Vertigo 876984,L.A. Guns--The Ballad of Jayne (1990),%22L.A. Guns%22+%22The Ballad of Jayne%22,%22L.A. Guns%22+%22The Ballad of Jayne%22,%22L.A. Guns%22+%22The Ballad of Jayne%22,,,%22L.A. Guns%22+%22The Ballad of Jayne%22,,,https://www.google.com/search?q=%22L.A. Guns%22+%22The Ballad of Jayne%22&ie=utf-8&oe=utf-8
04/07/90,1990,35,Whistle,Whistle,Always And Forever,Always and Forever,4:30,Select 2014,Whistle--Always and Forever (1990),%22Whistle%22+%22Always and Forever%22,%22Whistle%22+%22Always and Forever%22,%22Whistle%22+%22Always and Forever%22,,,%22Whistle%22+%22Always and Forever%22,,,https://www.google.com/search?q=%22Whistle%22+%22Always and Forever%22&ie=utf-8&oe=utf-8
04/07/90,1990,48,Gloria Estefan,Gloria Estefan & Miami Sound Machine,Oye Mi Canto (Hear My Voice),Oye Mi Canto (Hear My Voice),3:43,Epic 34-73269,Gloria Estefan & Miami Sound Machine--Oye Mi Canto (Hear My Voice) (1990),%22Gloria Estefan & Miami Sound Machine%22+%22Oye Mi Canto (Hear My Voice)%22,%22Gloria Estefan & Miami Sound Machine%22+%22Oye Mi Canto (Hear My Voice)%22,%22Gloria Estefan & Miami Sound Machine%22+%22Oye Mi Canto (Hear My Voice)%22,19,40,%22Gloria Estefan%22+%22Oye Mi Canto (Hear My Voice)%22,38,52,https://www.google.com/search?q=%22Gloria Estefan%22+%22Oye Mi Canto%22&ie=utf-8&oe=utf-8
04/07/90,1990,49,"Cover Girls, The",Cover Girls,All That Glitters Isn’t Gold,All That Glitters Isn't Gold,3:44,Capitol 44545,Cover Girls--All That Glitters Isn't Gold (1990),%22Cover Girls%22+%22All That Glitters Isn't Gold%22,%22Cover Girls%22+%22All That Glitters Isn%27t Gold%22,%22Cover Girls%22+%22All That Glitters Isn%27t Gold%22,,,%22Cover Girls%22+%22All That Glitters Isn%27t Gold%22,,,https://www.google.com/search?q=%22Cover Girls%22+%22All That Glitters Isn%27t Gold%22&ie=utf-8&oe=utf-8
04/07/90,1990,87,Jimmy Somerville,Jimmy Somerville,You Make Me Feel (Mighty Real),You Make Me Feel (Mighty Real),3:52,London-Sire 886 973-4,Jimmy Somerville--You Make Me Feel (Mighty Real) (1990),%22Jimmy Somerville%22+%22You Make Me Feel (Mighty Real)%22,%22Jimmy Somerville%22+%22You Make Me Feel (Mighty Real)%22,%22Jimmy Somerville%22+%22You Make Me Feel (Mighty Real)%22,,,%22Jimmy Somerville%22+%22You Make Me Feel (Mighty Real)%22,44,56,https://www.google.com/search?q=%22Jimmy Somerville%22+%22You Make Me Feel%22&ie=utf-8&oe=utf-8
04/14/90,1990,1,Madonna,Madonna,Vogue,Vogue,4:19,Sire 19863,Madonna--Vogue (1990),%22Madonna%22+%22Vogue%22,%22Madonna%22+%22Vogue%22,%22Madonna%22+%22Vogue%22,,,%22Madonna%22+%22Vogue%22,,,https://www.google.com/search?q=%22Madonna%22+%22Vogue%22&ie=utf-8&oe=utf-8
04/14/90,1990,8,Depeche Mode,Depeche Mode,Enjoy The Silence,Enjoy the Silence,4:15,Sire 4-19885,Depeche Mode--Enjoy the Silence (1990),%22Depeche Mode%22+%22Enjoy the Silence%22,%22Depeche Mode%22+%22Enjoy the Silence%22,%22Depeche Mode%22+%22Enjoy the Silence%22,,,%22Depeche Mode%22+%22Enjoy the Silence%22,,,https://www.google.com/search?q=%22Depeche Mode%22+%22Enjoy the Silence%22&ie=utf-8&oe=utf-8
04/14/90,1990,10,Perfect Gentlemen,Perfect Gentlemen,Ooh La La (I Can’t Get Over You),Ooh La La (I Can't Get Over You),4:02,Columbia 38-73211,Perfect Gentlemen--Ooh La La (I Can't Get Over You) (1990),%22Perfect Gentlemen%22+%22Ooh La La (I Can't Get Over You)%22,%22Perfect Gentlemen%22+%22Ooh La La (I Can%27t Get Over You)%22,%22Perfect Gentlemen%22+%22Ooh La La (I Can%27t Get Over You)%22,,,%22Perfect Gentlemen%22+%22Ooh La La (I Can%27t Get Over You)%22,38,61,https://www.google.com/search?q=%22Perfect Gentlemen%22+%22Ooh La La%22&ie=utf-8&oe=utf-8
04/14/90,1990,16,Jude Cole,Jude Cole,"Baby, It’s Tonight","Baby, It's Tonight",3:40,Reprise 19869,"Jude Cole--Baby, It's Tonight (1990)","%22Jude Cole%22+%22Baby, It's Tonight%22","%22Jude Cole%22+%22Baby, It%27s Tonight%22",%22Jude Cole%22+%22Baby%2C It%27s Tonight%22,,,%22Jude Cole%22+%22Baby%2C It%27s Tonight%22,,,https://www.google.com/search?q=%22Jude Cole%22+%22Baby%2C It%27s Tonight%22&ie=utf-8&oe=utf-8
04/14/90,1990,29,Michel’le,Michel'le,Nicety,Nicety,3:23,Ruthless 4-98980,Michel'le--Nicety (1990),%22Michel'le%22+%22Nicety%22,%22Michel%27le%22+%22Nicety%22,%22Michel%27le%22+%22Nicety%22,,,%22Michel%27le%22+%22Nicety%22,,,https://www.google.com/search?q=%22Michel%27le%22+%22Nicety%22&ie=utf-8&oe=utf-8
04/14/90,1990,54,Soul II Soul,Soul II Soul,Get A Life,Get a Life,3:32,Virgin 4-98981,Soul II Soul--Get a Life (1990),%22Soul II Soul%22+%22Get a Life%22,%22Soul II Soul%22+%22Get a Life%22,%22Soul II Soul%22+%22Get a Life%22,,,%22Soul II Soul%22+%22Get a Life%22,,,https://www.google.com/search?q=%22Soul II Soul%22+%22Get a Life%22&ie=utf-8&oe=utf-8
04/14/90,1990,66,Bad English,Bad English,Heaven Is A 4 Letter Word,Heaven Is a 4 Letter Word,4:04,Epic 73307,Bad English--Heaven Is a 4 Letter Word (1990),%22Bad English%22+%22Heaven Is a 4 Letter Word%22,%22Bad English%22+%22Heaven Is a 4 Letter Word%22,%22Bad English%22+%22Heaven Is a 4 Letter Word%22,,,%22Bad English%22+%22Heaven Is a 4 Letter Word%22,,,https://www.google.com/search?q=%22Bad English%22+%22Heaven Is a 4 Letter Word%22&ie=utf-8&oe=utf-8
04/14/90,1990,69,Hi Tek 3 Featuring Ya Kid K,Hi Tek 3,Spin That Wheel,Spin That Wheel,3:22,SBK 07320,Hi Tek 3--Spin That Wheel (1990),%22Hi Tek 3%22+%22Spin That Wheel%22,%22Hi Tek 3%22+%22Spin That Wheel%22,%22Hi Tek 3%22+%22Spin That Wheel%22,,,%22Hi Tek 3%22+%22Spin That Wheel%22,,,https://www.google.com/search?q=%22Hi Tek 3%22+%22Spin That Wheel%22&ie=utf-8&oe=utf-8
04/14/90,1990,76,Beats International,Beats International,Dub Be Good To Me,Dub Be Good to Me,4:00,Elektra 64970,Beats International--Dub Be Good to Me (1990),%22Beats International%22+%22Dub Be Good to Me%22,%22Beats International%22+%22Dub Be Good to Me%22,%22Beats International%22+%22Dub Be Good to Me%22,,,%22Beats International%22+%22Dub Be Good to Me%22,,,https://www.google.com/search?q=%22Beats International%22+%22Dub Be Good to Me%22&ie=utf-8&oe=utf-8
04/21/90,1990,13,Partners In Kryme,Partners In Kryme,Turtle Power,Turtle Power,3:47,SBK 07325,Partners In Kryme--Turtle Power (1990),%22Partners In Kryme%22+%22Turtle Power%22,%22Partners In Kryme%22+%22Turtle Power%22,%22Partners In Kryme%22+%22Turtle Power%22,,,%22Partners In Kryme%22+%22Turtle Power%22,,,https://www.google.com/search?q=%22Partners In Kryme%22+%22Turtle Power%22&ie=utf-8&oe=utf-8
